objectid,event_year,event_month,event_dow,event_type
147,2014,January,Saturday,Suicide-related
148,2014,January,Saturday,Suicide-related
149,2014,January,Saturday,Suicide-related
150,2014,January,Saturday,Person in Crisis
151,2014,January,Saturday,Person in Crisis
152,2014,January,Saturday,Person in Crisis
153,2014,January,Saturday,Suicide-related
154,2014,January,Saturday,Person in Crisis
155,2014,January,Saturday,Person in Crisis
156,2014,January,Saturday,Person in Crisis
157,2014,January,Saturday,Suicide-related
158,2014,January,Saturday,Person in Crisis
159,2014,January,Saturday,Person in Crisis
160,2014,January,Saturday,Person in Crisis
161,2014,January,Saturday,Suicide-related
162,2014,January,Saturday,Person in Crisis
163,2014,January,Saturday,Person in Crisis
164,2014,January,Saturday,Suicide-related
165,2014,January,Saturday,Person in Crisis
166,2014,January,Saturday,Suicide-related
167,2014,January,Saturday,Suicide-related
168,2014,January,Saturday,Person in Crisis
169,2014,January,Saturday,Person in Crisis
170,2014,January,Saturday,Person in Crisis
171,2014,January,Saturday,Person in Crisis
172,2014,January,Saturday,Person in Crisis
173,2014,January,Saturday,Suicide-related
174,2014,January,Saturday,Person in Crisis
175,2014,January,Saturday,Overdose
176,2014,January,Saturday,Person in Crisis
177,2014,January,Saturday,Person in Crisis
178,2014,January,Saturday,Person in Crisis
179,2014,January,Saturday,Person in Crisis
180,2014,January,Saturday,Person in Crisis
181,2014,January,Saturday,Suicide-related
182,2014,January,Saturday,Person in Crisis
183,2014,January,Saturday,Suicide-related
184,2014,January,Saturday,Person in Crisis
185,2014,January,Saturday,Suicide-related
186,2014,January,Saturday,Person in Crisis
187,2014,January,Saturday,Person in Crisis
188,2014,January,Saturday,Overdose
189,2014,January,Saturday,Suicide-related
190,2014,January,Saturday,Person in Crisis
191,2014,January,Saturday,Person in Crisis
192,2014,January,Saturday,Person in Crisis
193,2014,January,Saturday,Person in Crisis
194,2014,January,Sunday,Person in Crisis
195,2014,January,Sunday,Person in Crisis
196,2014,January,Sunday,Person in Crisis
197,2014,January,Sunday,Person in Crisis
198,2014,January,Sunday,Overdose
199,2014,January,Sunday,Person in Crisis
200,2014,January,Sunday,Person in Crisis
201,2014,January,Sunday,Suicide-related
202,2014,January,Sunday,Suicide-related
203,2014,January,Sunday,Person in Crisis
204,2014,January,Sunday,Person in Crisis
205,2014,January,Sunday,Person in Crisis
206,2014,January,Sunday,Suicide-related
207,2014,January,Sunday,Person in Crisis
208,2014,January,Sunday,Suicide-related
209,2014,January,Sunday,Person in Crisis
210,2014,January,Sunday,Person in Crisis
211,2014,January,Sunday,Overdose
212,2014,January,Sunday,Person in Crisis
213,2014,January,Sunday,Person in Crisis
214,2014,January,Sunday,Suicide-related
215,2014,January,Sunday,Person in Crisis
216,2014,January,Sunday,Person in Crisis
217,2014,January,Sunday,Suicide-related
218,2014,January,Sunday,Suicide-related
219,2014,January,Sunday,Overdose
220,2014,January,Sunday,Overdose
221,2014,January,Sunday,Person in Crisis
222,2014,January,Sunday,Overdose
223,2014,January,Sunday,Suicide-related
224,2014,January,Sunday,Person in Crisis
225,2014,January,Sunday,Person in Crisis
226,2014,January,Sunday,Person in Crisis
227,2014,January,Sunday,Person in Crisis
228,2014,January,Sunday,Person in Crisis
229,2014,January,Sunday,Person in Crisis
230,2014,January,Sunday,Person in Crisis
231,2014,January,Sunday,Person in Crisis
232,2014,January,Sunday,Suicide-related
233,2014,January,Monday,Person in Crisis
234,2014,January,Monday,Person in Crisis
235,2014,January,Monday,Person in Crisis
236,2014,January,Monday,Person in Crisis
237,2014,January,Monday,Person in Crisis
238,2014,January,Monday,Overdose
239,2014,January,Monday,Person in Crisis
240,2014,January,Monday,Overdose
241,2014,January,Monday,Suicide-related
242,2014,January,Monday,Person in Crisis
243,2014,January,Monday,Person in Crisis
244,2014,January,Monday,Person in Crisis
245,2014,January,Monday,Person in Crisis
246,2014,January,Monday,Person in Crisis
247,2014,January,Monday,Person in Crisis
248,2014,January,Monday,Person in Crisis
249,2014,January,Monday,Person in Crisis
250,2014,January,Monday,Person in Crisis
251,2014,January,Monday,Person in Crisis
252,2014,January,Monday,Suicide-related
253,2014,January,Monday,Person in Crisis
254,2014,January,Monday,Overdose
255,2014,January,Monday,Person in Crisis
256,2014,January,Monday,Person in Crisis
257,2014,January,Monday,Person in Crisis
258,2014,January,Monday,Suicide-related
259,2014,January,Monday,Suicide-related
260,2014,January,Monday,Person in Crisis
261,2014,January,Monday,Person in Crisis
262,2014,January,Monday,Suicide-related
263,2014,January,Monday,Person in Crisis
264,2014,January,Monday,Overdose
265,2014,January,Monday,Suicide-related
266,2014,January,Monday,Person in Crisis
267,2014,January,Monday,Person in Crisis
268,2014,January,Monday,Suicide-related
269,2014,January,Monday,Person in Crisis
270,2014,January,Monday,Suicide-related
271,2014,January,Monday,Person in Crisis
272,2014,January,Monday,Suicide-related
273,2014,January,Monday,Overdose
274,2014,January,Monday,Person in Crisis
275,2014,January,Monday,Person in Crisis
276,2014,January,Monday,Person in Crisis
277,2014,January,Monday,Person in Crisis
278,2014,January,Monday,Person in Crisis
279,2014,January,Monday,Person in Crisis
280,2014,January,Monday,Suicide-related
281,2014,January,Monday,Suicide-related
282,2014,January,Monday,Person in Crisis
283,2014,January,Monday,Suicide-related
284,2014,January,Monday,Suicide-related
285,2014,January,Monday,Suicide-related
286,2014,January,Monday,Suicide-related
287,2014,January,Monday,Overdose
288,2014,January,Monday,Person in Crisis
289,2014,January,Monday,Suicide-related
290,2014,January,Monday,Person in Crisis
291,2014,January,Monday,Suicide-related
292,2014,January,Monday,Person in Crisis
293,2014,January,Monday,Suicide-related
294,2014,January,Monday,Suicide-related
295,2014,January,Monday,Suicide-related
296,2014,January,Monday,Suicide-related
297,2014,January,Monday,Suicide-related
298,2014,January,Monday,Person in Crisis
299,2014,January,Monday,Person in Crisis
300,2014,January,Monday,Person in Crisis
301,2014,January,Monday,Person in Crisis
302,2014,January,Monday,Person in Crisis
303,2014,January,Monday,Suicide-related
304,2014,January,Monday,Suicide-related
305,2014,January,Monday,Person in Crisis
306,2014,January,Tuesday,Person in Crisis
307,2014,January,Tuesday,Suicide-related
308,2014,January,Tuesday,Suicide-related
309,2014,January,Tuesday,Suicide-related
310,2014,January,Tuesday,Person in Crisis
311,2014,January,Tuesday,Person in Crisis
312,2014,January,Tuesday,Suicide-related
313,2014,January,Tuesday,Suicide-related
314,2014,January,Tuesday,Person in Crisis
315,2014,January,Tuesday,Overdose
316,2014,January,Tuesday,Person in Crisis
317,2014,January,Tuesday,Person in Crisis
318,2014,January,Tuesday,Person in Crisis
319,2014,January,Tuesday,Person in Crisis
320,2014,January,Tuesday,Suicide-related
321,2014,January,Tuesday,Suicide-related
322,2014,January,Tuesday,Suicide-related
323,2014,January,Tuesday,Suicide-related
324,2014,January,Tuesday,Person in Crisis
325,2014,January,Tuesday,Person in Crisis
326,2014,January,Tuesday,Suicide-related
327,2014,January,Tuesday,Person in Crisis
328,2014,January,Tuesday,Person in Crisis
329,2014,January,Tuesday,Suicide-related
330,2014,January,Tuesday,Suicide-related
331,2014,January,Tuesday,Person in Crisis
332,2014,January,Tuesday,Person in Crisis
333,2014,January,Tuesday,Person in Crisis
334,2014,January,Tuesday,Person in Crisis
335,2014,January,Tuesday,Person in Crisis
336,2014,January,Tuesday,Person in Crisis
337,2014,January,Tuesday,Person in Crisis
338,2014,January,Tuesday,Suicide-related
339,2014,January,Tuesday,Person in Crisis
340,2014,January,Tuesday,Person in Crisis
341,2014,January,Tuesday,Person in Crisis
342,2014,January,Tuesday,Suicide-related
343,2014,January,Tuesday,Suicide-related
344,2014,January,Tuesday,Person in Crisis
345,2014,January,Tuesday,Person in Crisis
346,2014,January,Tuesday,Suicide-related
347,2014,January,Tuesday,Person in Crisis
348,2014,January,Tuesday,Person in Crisis
349,2014,January,Tuesday,Person in Crisis
350,2014,January,Tuesday,Person in Crisis
351,2014,January,Tuesday,Person in Crisis
352,2014,January,Tuesday,Person in Crisis
353,2014,January,Tuesday,Person in Crisis
354,2014,January,Tuesday,Person in Crisis
355,2014,January,Tuesday,Person in Crisis
356,2014,January,Tuesday,Person in Crisis
357,2014,January,Tuesday,Person in Crisis
358,2014,January,Tuesday,Person in Crisis
359,2014,January,Tuesday,Person in Crisis
360,2014,January,Tuesday,Person in Crisis
361,2014,January,Tuesday,Person in Crisis
362,2014,January,Tuesday,Person in Crisis
363,2014,January,Tuesday,Suicide-related
364,2014,January,Tuesday,Person in Crisis
365,2014,January,Tuesday,Suicide-related
366,2014,January,Tuesday,Suicide-related
367,2014,January,Tuesday,Person in Crisis
368,2014,January,Wednesday,Suicide-related
369,2014,January,Wednesday,Overdose
370,2014,January,Wednesday,Person in Crisis
371,2014,January,Wednesday,Suicide-related
372,2014,January,Wednesday,Suicide-related
373,2014,January,Wednesday,Suicide-related
374,2014,January,Wednesday,Person in Crisis
375,2014,January,Wednesday,Person in Crisis
376,2014,January,Wednesday,Person in Crisis
377,2014,January,Wednesday,Suicide-related
378,2014,January,Wednesday,Overdose
379,2014,January,Wednesday,Person in Crisis
380,2014,January,Wednesday,Person in Crisis
381,2014,January,Wednesday,Suicide-related
382,2014,January,Wednesday,Person in Crisis
383,2014,January,Wednesday,Person in Crisis
384,2014,January,Wednesday,Suicide-related
385,2014,January,Wednesday,Suicide-related
386,2014,January,Wednesday,Suicide-related
387,2014,January,Wednesday,Person in Crisis
388,2014,January,Wednesday,Person in Crisis
389,2014,January,Wednesday,Suicide-related
390,2014,January,Wednesday,Person in Crisis
391,2014,January,Wednesday,Suicide-related
392,2014,January,Wednesday,Suicide-related
393,2014,January,Wednesday,Person in Crisis
394,2014,January,Wednesday,Suicide-related
395,2014,January,Wednesday,Person in Crisis
396,2014,January,Wednesday,Person in Crisis
397,2014,January,Wednesday,Person in Crisis
398,2014,January,Wednesday,Person in Crisis
399,2014,January,Wednesday,Suicide-related
400,2014,January,Wednesday,Suicide-related
401,2014,January,Wednesday,Suicide-related
402,2014,January,Wednesday,Suicide-related
403,2014,January,Wednesday,Person in Crisis
404,2014,January,Wednesday,Person in Crisis
405,2014,January,Wednesday,Person in Crisis
406,2014,January,Wednesday,Person in Crisis
407,2014,January,Wednesday,Person in Crisis
408,2014,January,Wednesday,Person in Crisis
409,2014,January,Wednesday,Suicide-related
410,2014,January,Wednesday,Person in Crisis
411,2014,January,Wednesday,Person in Crisis
412,2014,January,Wednesday,Suicide-related
413,2014,January,Wednesday,Person in Crisis
414,2014,January,Wednesday,Person in Crisis
415,2014,January,Wednesday,Suicide-related
416,2014,January,Wednesday,Person in Crisis
417,2014,January,Wednesday,Person in Crisis
418,2014,January,Wednesday,Suicide-related
419,2014,January,Wednesday,Person in Crisis
420,2014,January,Wednesday,Person in Crisis
421,2014,January,Wednesday,Person in Crisis
422,2014,January,Wednesday,Person in Crisis
423,2014,January,Wednesday,Suicide-related
424,2014,January,Wednesday,Person in Crisis
425,2014,January,Wednesday,Person in Crisis
426,2014,January,Wednesday,Suicide-related
427,2014,January,Wednesday,Suicide-related
428,2014,January,Thursday,Person in Crisis
429,2014,January,Thursday,Suicide-related
430,2014,January,Thursday,Suicide-related
431,2014,January,Thursday,Person in Crisis
432,2014,January,Thursday,Person in Crisis
433,2014,January,Thursday,Person in Crisis
434,2014,January,Thursday,Suicide-related
435,2014,January,Thursday,Person in Crisis
436,2014,January,Thursday,Suicide-related
437,2014,January,Thursday,Suicide-related
438,2014,January,Thursday,Suicide-related
439,2014,January,Thursday,Person in Crisis
440,2014,January,Thursday,Overdose
441,2014,January,Thursday,Suicide-related
442,2014,January,Thursday,Person in Crisis
443,2014,January,Thursday,Person in Crisis
444,2014,January,Thursday,Person in Crisis
445,2014,January,Thursday,Suicide-related
446,2014,January,Thursday,Suicide-related
447,2014,January,Thursday,Suicide-related
448,2014,January,Thursday,Person in Crisis
449,2014,January,Thursday,Person in Crisis
450,2014,January,Thursday,Person in Crisis
451,2014,January,Thursday,Person in Crisis
452,2014,January,Thursday,Person in Crisis
453,2014,January,Thursday,Person in Crisis
454,2014,January,Thursday,Person in Crisis
455,2014,January,Thursday,Suicide-related
456,2014,January,Thursday,Overdose
457,2014,January,Thursday,Person in Crisis
458,2014,January,Thursday,Suicide-related
459,2014,January,Thursday,Suicide-related
460,2014,January,Thursday,Suicide-related
461,2014,January,Thursday,Person in Crisis
462,2014,January,Thursday,Suicide-related
463,2014,January,Thursday,Person in Crisis
464,2014,January,Thursday,Person in Crisis
465,2014,January,Thursday,Person in Crisis
466,2014,January,Thursday,Person in Crisis
467,2014,January,Thursday,Person in Crisis
468,2014,January,Thursday,Person in Crisis
469,2014,January,Thursday,Suicide-related
470,2014,January,Thursday,Suicide-related
471,2014,January,Thursday,Person in Crisis
472,2014,January,Thursday,Person in Crisis
473,2014,January,Thursday,Person in Crisis
474,2014,January,Thursday,Suicide-related
475,2014,January,Thursday,Person in Crisis
476,2014,January,Thursday,Person in Crisis
477,2014,January,Thursday,Person in Crisis
478,2014,January,Thursday,Person in Crisis
479,2014,January,Thursday,Person in Crisis
480,2014,January,Thursday,Suicide-related
481,2014,January,Thursday,Suicide-related
482,2014,January,Thursday,Person in Crisis
483,2014,January,Thursday,Person in Crisis
484,2014,January,Thursday,Suicide-related
485,2014,January,Thursday,Person in Crisis
486,2014,January,Thursday,Overdose
487,2014,January,Thursday,Person in Crisis
488,2014,January,Thursday,Person in Crisis
489,2014,January,Thursday,Person in Crisis
490,2014,January,Thursday,Suicide-related
491,2014,January,Friday,Person in Crisis
492,2014,January,Friday,Person in Crisis
493,2014,January,Friday,Person in Crisis
494,2014,January,Friday,Suicide-related
495,2014,January,Friday,Person in Crisis
496,2014,January,Friday,Person in Crisis
497,2014,January,Friday,Person in Crisis
498,2014,January,Friday,Person in Crisis
499,2014,January,Friday,Person in Crisis
500,2014,January,Friday,Suicide-related
501,2014,January,Friday,Person in Crisis
502,2014,January,Friday,Person in Crisis
503,2014,January,Friday,Person in Crisis
504,2014,January,Friday,Person in Crisis
505,2014,January,Friday,Person in Crisis
506,2014,January,Friday,Suicide-related
507,2014,January,Friday,Person in Crisis
508,2014,January,Friday,Suicide-related
509,2014,January,Friday,Suicide-related
510,2014,January,Friday,Person in Crisis
511,2014,January,Friday,Person in Crisis
512,2014,January,Friday,Person in Crisis
513,2014,January,Friday,Suicide-related
514,2014,January,Friday,Person in Crisis
515,2014,January,Friday,Person in Crisis
516,2014,January,Friday,Person in Crisis
517,2014,January,Friday,Suicide-related
518,2014,January,Friday,Person in Crisis
519,2014,January,Friday,Suicide-related
520,2014,January,Friday,Suicide-related
521,2014,January,Friday,Suicide-related
522,2014,January,Friday,Person in Crisis
523,2014,January,Friday,Person in Crisis
524,2014,January,Friday,Person in Crisis
525,2014,January,Friday,Suicide-related
526,2014,January,Friday,Person in Crisis
527,2014,January,Friday,Person in Crisis
528,2014,January,Friday,Person in Crisis
529,2014,January,Friday,Person in Crisis
530,2014,January,Friday,Person in Crisis
531,2014,January,Friday,Person in Crisis
532,2014,January,Friday,Person in Crisis
533,2014,January,Friday,Person in Crisis
534,2014,January,Friday,Person in Crisis
535,2014,January,Friday,Suicide-related
536,2014,January,Friday,Suicide-related
537,2014,January,Friday,Person in Crisis
538,2014,January,Friday,Person in Crisis
539,2014,January,Friday,Person in Crisis
540,2014,January,Friday,Person in Crisis
541,2014,January,Friday,Person in Crisis
542,2014,January,Friday,Person in Crisis
543,2014,January,Friday,Person in Crisis
544,2014,January,Friday,Person in Crisis
545,2014,January,Friday,Person in Crisis
546,2014,January,Friday,Suicide-related
547,2014,January,Friday,Overdose
548,2014,January,Saturday,Person in Crisis
549,2014,January,Saturday,Person in Crisis
550,2014,January,Saturday,Person in Crisis
551,2014,January,Saturday,Suicide-related
552,2014,January,Saturday,Person in Crisis
553,2014,January,Saturday,Person in Crisis
554,2014,January,Saturday,Suicide-related
555,2014,January,Saturday,Person in Crisis
556,2014,January,Saturday,Overdose
557,2014,January,Saturday,Person in Crisis
558,2014,January,Saturday,Person in Crisis
559,2014,January,Saturday,Suicide-related
560,2014,January,Saturday,Person in Crisis
561,2014,January,Saturday,Suicide-related
562,2014,January,Saturday,Overdose
563,2014,January,Saturday,Person in Crisis
564,2014,January,Saturday,Person in Crisis
565,2014,January,Saturday,Suicide-related
566,2014,January,Saturday,Suicide-related
567,2014,January,Saturday,Person in Crisis
568,2014,January,Saturday,Person in Crisis
569,2014,January,Saturday,Suicide-related
570,2014,January,Saturday,Suicide-related
571,2014,January,Saturday,Person in Crisis
572,2014,January,Saturday,Person in Crisis
573,2014,January,Saturday,Suicide-related
574,2014,January,Saturday,Suicide-related
575,2014,January,Saturday,Suicide-related
576,2014,January,Saturday,Person in Crisis
577,2014,January,Saturday,Overdose
578,2014,January,Saturday,Person in Crisis
579,2014,January,Saturday,Suicide-related
580,2014,January,Saturday,Person in Crisis
581,2014,January,Saturday,Suicide-related
582,2014,January,Saturday,Suicide-related
583,2014,January,Saturday,Suicide-related
584,2014,January,Saturday,Person in Crisis
585,2014,January,Saturday,Person in Crisis
586,2014,January,Saturday,Overdose
587,2014,January,Saturday,Suicide-related
588,2014,January,Saturday,Person in Crisis
589,2014,January,Saturday,Person in Crisis
590,2014,January,Saturday,Suicide-related
591,2014,January,Saturday,Suicide-related
592,2014,January,Saturday,Person in Crisis
593,2014,January,Saturday,Person in Crisis
594,2014,January,Saturday,Overdose
595,2014,January,Saturday,Person in Crisis
596,2014,January,Saturday,Suicide-related
597,2014,January,Saturday,Person in Crisis
598,2014,January,Saturday,Overdose
599,2014,January,Sunday,Person in Crisis
600,2014,January,Sunday,Suicide-related
601,2014,January,Sunday,Person in Crisis
602,2014,January,Sunday,Suicide-related
603,2014,January,Sunday,Person in Crisis
604,2014,January,Sunday,Person in Crisis
605,2014,January,Sunday,Suicide-related
606,2014,January,Sunday,Person in Crisis
607,2014,January,Sunday,Person in Crisis
608,2014,January,Sunday,Person in Crisis
609,2014,January,Sunday,Person in Crisis
610,2014,January,Sunday,Suicide-related
611,2014,January,Sunday,Suicide-related
612,2014,January,Sunday,Person in Crisis
613,2014,January,Sunday,Overdose
614,2014,January,Sunday,Person in Crisis
615,2014,January,Sunday,Overdose
616,2014,January,Sunday,Person in Crisis
617,2014,January,Sunday,Suicide-related
618,2014,January,Sunday,Person in Crisis
619,2014,January,Sunday,Person in Crisis
620,2014,January,Sunday,Suicide-related
621,2014,January,Sunday,Overdose
622,2014,January,Sunday,Suicide-related
623,2014,January,Sunday,Person in Crisis
624,2014,January,Sunday,Person in Crisis
625,2014,January,Sunday,Person in Crisis
626,2014,January,Sunday,Overdose
627,2014,January,Sunday,Overdose
628,2014,January,Sunday,Overdose
629,2014,January,Sunday,Suicide-related
630,2014,January,Sunday,Person in Crisis
631,2014,January,Sunday,Person in Crisis
632,2014,January,Sunday,Suicide-related
633,2014,January,Sunday,Person in Crisis
634,2014,January,Sunday,Person in Crisis
635,2014,January,Sunday,Person in Crisis
636,2014,January,Sunday,Person in Crisis
637,2014,January,Sunday,Suicide-related
638,2014,January,Sunday,Person in Crisis
639,2014,January,Sunday,Suicide-related
640,2014,January,Sunday,Suicide-related
641,2014,January,Sunday,Suicide-related
642,2014,January,Sunday,Person in Crisis
643,2014,January,Sunday,Person in Crisis
644,2014,January,Monday,Suicide-related
645,2014,January,Monday,Suicide-related
646,2014,January,Monday,Person in Crisis
647,2014,January,Monday,Suicide-related
648,2014,January,Monday,Suicide-related
649,2014,January,Monday,Person in Crisis
650,2014,January,Monday,Suicide-related
651,2014,January,Monday,Person in Crisis
652,2014,January,Monday,Person in Crisis
653,2014,January,Monday,Suicide-related
654,2014,January,Monday,Person in Crisis
655,2014,January,Monday,Overdose
656,2014,January,Monday,Person in Crisis
657,2014,January,Monday,Person in Crisis
658,2014,January,Monday,Person in Crisis
659,2014,January,Monday,Person in Crisis
660,2014,January,Monday,Person in Crisis
661,2014,January,Monday,Person in Crisis
662,2014,January,Monday,Overdose
663,2014,January,Monday,Suicide-related
664,2014,January,Monday,Person in Crisis
665,2014,January,Monday,Person in Crisis
666,2014,January,Monday,Suicide-related
667,2014,January,Monday,Suicide-related
668,2014,January,Monday,Person in Crisis
669,2014,January,Monday,Suicide-related
670,2014,January,Monday,Person in Crisis
671,2014,January,Monday,Overdose
672,2014,January,Monday,Suicide-related
673,2014,January,Monday,Suicide-related
674,2014,January,Monday,Person in Crisis
675,2014,January,Monday,Person in Crisis
676,2014,January,Monday,Person in Crisis
677,2014,January,Monday,Person in Crisis
678,2014,January,Monday,Person in Crisis
679,2014,January,Monday,Suicide-related
680,2014,January,Monday,Suicide-related
681,2014,January,Monday,Person in Crisis
682,2014,January,Monday,Person in Crisis
683,2014,January,Monday,Person in Crisis
684,2014,January,Monday,Person in Crisis
685,2014,January,Monday,Person in Crisis
686,2014,January,Monday,Suicide-related
687,2014,January,Monday,Person in Crisis
688,2014,January,Monday,Suicide-related
689,2014,January,Monday,Person in Crisis
690,2014,January,Monday,Person in Crisis
691,2014,January,Monday,Person in Crisis
692,2014,January,Monday,Person in Crisis
693,2014,January,Monday,Overdose
694,2014,January,Monday,Person in Crisis
695,2014,January,Monday,Suicide-related
696,2014,January,Monday,Suicide-related
697,2014,January,Monday,Person in Crisis
698,2014,January,Monday,Suicide-related
699,2014,January,Monday,Person in Crisis
700,2014,January,Monday,Suicide-related
701,2014,January,Monday,Suicide-related
702,2014,January,Monday,Person in Crisis
703,2014,January,Monday,Suicide-related
704,2014,January,Monday,Person in Crisis
705,2014,January,Monday,Person in Crisis
706,2014,January,Monday,Person in Crisis
707,2014,January,Monday,Person in Crisis
708,2014,January,Tuesday,Suicide-related
709,2014,January,Tuesday,Overdose
710,2014,January,Tuesday,Suicide-related
711,2014,January,Tuesday,Person in Crisis
712,2014,January,Tuesday,Overdose
713,2014,January,Tuesday,Person in Crisis
714,2014,January,Tuesday,Overdose
715,2014,January,Tuesday,Person in Crisis
716,2014,January,Tuesday,Suicide-related
717,2014,January,Tuesday,Person in Crisis
718,2014,January,Tuesday,Person in Crisis
719,2014,January,Tuesday,Person in Crisis
720,2014,January,Tuesday,Suicide-related
